MAE,RMSE,MAPE,R2,model,split
3751525995.05941,5248205335.72785,38.4413908873161,0.8779337021076,ARIMA + Random Forest,test
3751525995.05941,5248205335.72785,38.4413908873161,0.8779337021076,ARIMA + Random Forest + XGBoost,test
3751525995.05941,5248205335.72785,38.4413908873161,0.8779337021076,ARIMA + XGBoost,test
1236798742.58034,2424106328.10031,6.90513062028668,0.982664448678098,ARIMA + Random Forest,validation
1236798742.58034,2424106328.10031,6.90513062028668,0.982664448678098,ARIMA + Random Forest + XGBoost,validation
1236798742.58034,2424106328.10031,6.90513062028668,0.982664448678098,ARIMA + XGBoost,validation
