year,region_original,region,season,measure,unit,value,source_type,source_file,source_sheet,source_table,source_excel_row
2019,Northern Borders,Northern Borders,Winter,Consumption,kWh,476021255,GASTAT original workbook,HouseholdEnergyStatistics2019En.xlsx,76,Table 37,16
2019,Northern Borders,Northern Borders,Winter,Cost,SAR,142002715,GASTAT original workbook,HouseholdEnergyStatistics2019En.xlsx,76,Table 37,16
2019,Riyadh,Riyadh,Rest of the year,Consumption,kWh,31818999925,GASTAT original workbook,HouseholdEnergyStatistics2019En.xlsx,76,Table 37,8
2019,Riyadh,Riyadh,Rest of the year,Cost,SAR,9479283407,GASTAT original workbook,HouseholdEnergyStatistics2019En.xlsx,76,Table 37,8
2019,Riyadh,Riyadh,Winter,Consumption,kWh,8929603334,GASTAT original workbook,HouseholdEnergyStatistics2019En.xlsx,76,Table 37,8
2019,Riyadh,Riyadh,Winter,Cost,SAR,1952659947,GASTAT original workbook,HouseholdEnergyStatistics2019En.xlsx,76,Table 37,8
2019,Tabuk,Tabuk,Rest of the year,Consumption,kWh,3745827308,GASTAT original workbook,HouseholdEnergyStatistics2019En.xlsx,76,Table 37,14
2019,Tabuk,Tabuk,Rest of the year,Cost,SAR,743893993,GASTAT original workbook,HouseholdEnergyStatistics2019En.xlsx,76,Table 37,14
2019,Tabuk,Tabuk,Winter,Consumption,kWh,1149529403,GASTAT original workbook,HouseholdEnergyStatistics2019En.xlsx,76,Table 37,14
2019,Tabuk,Tabuk,Winter,Cost,SAR,234601401,GASTAT original workbook,HouseholdEnergyStatistics2019En.xlsx,76,Table 37,14
