year,region_original,region,season,measure,unit,value,source_type,source_file,source_sheet,source_table,source_excel_row
2019,Tabuk,Tabuk,Winter,Consumption,kWh,1149529403.0,Independent supplied household CSV,houses-consumption-and-cost-of-electricity-in-the-administrative-regions- (2).csv,,,
2019,Tabuk,Tabuk,Winter,Cost,SAR,234601401.0,Independent supplied household CSV,houses-consumption-and-cost-of-electricity-in-the-administrative-regions- (2).csv,,,
2019,Total,Total,Rest of the year,Consumption,kWh,149750759270.0,Independent supplied household CSV,houses-consumption-and-cost-of-electricity-in-the-administrative-regions- (2).csv,,,
2019,Total,Total,Rest of the year,Cost,SAR,44389101876.0,Independent supplied household CSV,houses-consumption-and-cost-of-electricity-in-the-administrative-regions- (2).csv,,,
2019,Total,Total,Winter,Consumption,kWh,37740630965.0,Independent supplied household CSV,houses-consumption-and-cost-of-electricity-in-the-administrative-regions- (2).csv,,,
2019,Total,Total,Winter,Cost,SAR,8480740247.0,Independent supplied household CSV,houses-consumption-and-cost-of-electricity-in-the-administrative-regions- (2).csv,,,
2020,Al-Bahah,Al-Bahah,Rest of the year,Consumption,kWh,1834339162.0,Independent supplied household CSV,houses-consumption-and-cost-of-electricity-in-the-administrative-regions- (2).csv,,,
2020,Al-Bahah,Al-Bahah,Rest of the year,Cost,SAR,410535424.0,Independent supplied household CSV,houses-consumption-and-cost-of-electricity-in-the-administrative-regions- (2).csv,,,
2020,Al-Bahah,Al-Bahah,Winter,Consumption,kWh,469165147.0,Independent supplied household CSV,houses-consumption-and-cost-of-electricity-in-the-administrative-regions- (2).csv,,,
2020,Al-Bahah,Al-Bahah,Winter,Cost,SAR,96607805.0,Independent supplied household CSV,houses-consumption-and-cost-of-electricity-in-the-administrative-regions- (2).csv,,,
2020,Al-Jouf,Al-Jouf,Rest of the year,Consumption,kWh,2090562079.0,Independent supplied household CSV,houses-consumption-and-cost-of-electricity-in-the-administrative-regions- (2).csv,,,
2020,Al-Jouf,Al-Jouf,Rest of the year,Cost,SAR,540151610.0,Independent supplied household CSV,houses-consumption-and-cost-of-electricity-in-the-administrative-regions- (2).csv,,,
2020,Al-Jouf,Al-Jouf,Winter,Consumption,kWh,503142337.0,Independent supplied household CSV,houses-consumption-and-cost-of-electricity-in-the-administrative-regions- (2).csv,,,
2020,Al-Jouf,Al-Jouf,Winter,Cost,SAR,101309290.0,Independent supplied household CSV,houses-consumption-and-cost-of-electricity-in-the-administrative-regions- (2).csv,,,
2020,Al Qassim,Al-Qassim,Rest of the year,Consumption,kWh,8498699680.0,Independent supplied household CSV,houses-consumption-and-cost-of-electricity-in-the-administrative-regions- (2).csv,,,
2020,Al Qassim,Al-Qassim,Rest of the year,Cost,SAR,1858909102.0,Independent supplied household CSV,houses-consumption-and-cost-of-electricity-in-the-administrative-regions- (2).csv,,,
2020,Al Qassim,Al-Qassim,Winter,Consumption,kWh,1539416298.0,Independent supplied household CSV,houses-consumption-and-cost-of-electricity-in-the-administrative-regions- (2).csv,,,
2020,Al Qassim,Al-Qassim,Winter,Cost,SAR,338333822.0,Independent supplied household CSV,houses-consumption-and-cost-of-electricity-in-the-administrative-regions- (2).csv,,,
2020,Asir,Asir,Rest of the year,Consumption,kWh,8886838803.0,Independent supplied household CSV,houses-consumption-and-cost-of-electricity-in-the-administrative-regions- (2).csv,,,
2020,Asir,Asir,Rest of the year,Cost,SAR,2092556136.0,Independent supplied household CSV,houses-consumption-and-cost-of-electricity-in-the-administrative-regions- (2).csv,,,
2020,Asir,Asir,Winter,Consumption,kWh,1945750042.0,Independent supplied household CSV,houses-consumption-and-cost-of-electricity-in-the-administrative-regions- (2).csv,,,
2020,Asir,Asir,Winter,Cost,SAR,363141089.0,Independent supplied household CSV,houses-consumption-and-cost-of-electricity-in-the-administrative-regions- (2).csv,,,
2020,Eastern Region,Eastern Region,Rest of the year,Consumption,kWh,21557369812.0,Independent supplied household CSV,houses-consumption-and-cost-of-electricity-in-the-administrative-regions- (2).csv,,,
2020,Eastern Region,Eastern Region,Rest of the year,Cost,SAR,5483728980.0,Independent supplied household CSV,houses-consumption-and-cost-of-electricity-in-the-administrative-regions- (2).csv,,,
2020,Eastern Region,Eastern Region,Winter,Consumption,kWh,3482159360.0,Independent supplied household CSV,houses-consumption-and-cost-of-electricity-in-the-administrative-regions- (2).csv,,,
2020,Eastern Region,Eastern Region,Winter,Cost,SAR,664686072.0,Independent supplied household CSV,houses-consumption-and-cost-of-electricity-in-the-administrative-regions- (2).csv,,,
2020,Hail,Hail,Rest of the year,Consumption,kWh,3483897539.0,Independent supplied household CSV,houses-consumption-and-cost-of-electricity-in-the-administrative-regions- (2).csv,,,
2020,Hail,Hail,Rest of the year,Cost,SAR,695623902.0,Independent supplied household CSV,houses-consumption-and-cost-of-electricity-in-the-administrative-regions- (2).csv,,,
2020,Hail,Hail,Winter,Consumption,kWh,830065564.0,Independent supplied household CSV,houses-consumption-and-cost-of-electricity-in-the-administrative-regions- (2).csv,,,
2020,Hail,Hail,Winter,Cost,SAR,170320313.0,Independent supplied household CSV,houses-consumption-and-cost-of-electricity-in-the-administrative-regions- (2).csv,,,
2020,Jazan,Jazan,Rest of the year,Consumption,kWh,6250877934.0,Independent supplied household CSV,houses-consumption-and-cost-of-electricity-in-the-administrative-regions- (2).csv,,,
2020,Jazan,Jazan,Rest of the year,Cost,SAR,1304514731.0,Independent supplied household CSV,houses-consumption-and-cost-of-electricity-in-the-administrative-regions- (2).csv,,,
2020,Jazan,Jazan,Winter,Consumption,kWh,1554582668.0,Independent supplied household CSV,houses-consumption-and-cost-of-electricity-in-the-administrative-regions- (2).csv,,,
2020,Jazan,Jazan,Winter,Cost,SAR,320517165.0,Independent supplied household CSV,houses-consumption-and-cost-of-electricity-in-the-administrative-regions- (2).csv,,,
2020,Madinah,Madinah,Rest of the year,Consumption,kWh,10285719042.0,Independent supplied household CSV,houses-consumption-and-cost-of-electricity-in-the-administrative-regions- (2).csv,,,
2020,Madinah,Madinah,Rest of the year,Cost,SAR,2246676949.0,Independent supplied household CSV,houses-consumption-and-cost-of-electricity-in-the-administrative-regions- (2).csv,,,
2020,Madinah,Madinah,Winter,Consumption,kWh,2040377831.0,Independent supplied household CSV,houses-consumption-and-cost-of-electricity-in-the-administrative-regions- (2).csv,,,
2020,Madinah,Madinah,Winter,Cost,SAR,390820207.0,Independent supplied household CSV,houses-consumption-and-cost-of-electricity-in-the-administrative-regions- (2).csv,,,
2020,Makkah,Makkah,Rest of the year,Consumption,kWh,45183730039.0,Independent supplied household CSV,houses-consumption-and-cost-of-electricity-in-the-administrative-regions- (2).csv,,,
2020,Makkah,Makkah,Rest of the year,Cost,SAR,9751225005.0,Independent supplied household CSV,houses-consumption-and-cost-of-electricity-in-the-administrative-regions- (2).csv,,,
2020,Makkah,Makkah,Winter,Consumption,kWh,9513673122.0,Independent supplied household CSV,houses-consumption-and-cost-of-electricity-in-the-administrative-regions- (2).csv,,,
2020,Makkah,Makkah,Winter,Cost,SAR,1827323739.0,Independent supplied household CSV,houses-consumption-and-cost-of-electricity-in-the-administrative-regions- (2).csv,,,
2020,Najran,Najran,Rest of the year,Consumption,kWh,2220118197.0,Independent supplied household CSV,houses-consumption-and-cost-of-electricity-in-the-administrative-regions- (2).csv,,,
2020,Najran,Najran,Rest of the year,Cost,SAR,454314992.0,Independent supplied household CSV,houses-consumption-and-cost-of-electricity-in-the-administrative-regions- (2).csv,,,
2020,Najran,Najran,Winter,Consumption,kWh,569210792.0,Independent supplied household CSV,houses-consumption-and-cost-of-electricity-in-the-administrative-regions- (2).csv,,,
2020,Najran,Najran,Winter,Cost,SAR,110480000.0,Independent supplied household CSV,houses-consumption-and-cost-of-electricity-in-the-administrative-regions- (2).csv,,,
2020,Northern Borders,Northern Borders,Rest of the year,Consumption,kWh,1347783540.0,Independent supplied household CSV,houses-consumption-and-cost-of-electricity-in-the-administrative-regions- (2).csv,,,
2020,Northern Borders,Northern Borders,Rest of the year,Cost,SAR,267520333.0,Independent supplied household CSV,houses-consumption-and-cost-of-electricity-in-the-administrative-regions- (2).csv,,,
2020,Northern Borders,Northern Borders,Winter,Consumption,kWh,379159286.0,Independent supplied household CSV,houses-consumption-and-cost-of-electricity-in-the-administrative-regions- (2).csv,,,
2020,Northern Borders,Northern Borders,Winter,Cost,SAR,83999462.0,Independent supplied household CSV,houses-consumption-and-cost-of-electricity-in-the-administrative-regions- (2).csv,,,
2020,Riyadh,Riyadh,Rest of the year,Consumption,kWh,45171032799.0,Independent supplied household CSV,houses-consumption-and-cost-of-electricity-in-the-administrative-regions- (2).csv,,,
2020,Riyadh,Riyadh,Rest of the year,Cost,SAR,10279799807.0,Independent supplied household CSV,houses-consumption-and-cost-of-electricity-in-the-administrative-regions- (2).csv,,,
2020,Riyadh,Riyadh,Winter,Consumption,kWh,8390161686.0,Independent supplied household CSV,houses-consumption-and-cost-of-electricity-in-the-administrative-regions- (2).csv,,,
2020,Riyadh,Riyadh,Winter,Cost,SAR,1647747438.0,Independent supplied household CSV,houses-consumption-and-cost-of-electricity-in-the-administrative-regions- (2).csv,,,
2020,Tabuk,Tabuk,Rest of the year,Consumption,kWh,3616071416.0,Independent supplied household CSV,houses-consumption-and-cost-of-electricity-in-the-administrative-regions- (2).csv,,,
2020,Tabuk,Tabuk,Rest of the year,Cost,SAR,690784672.0,Independent supplied household CSV,houses-consumption-and-cost-of-electricity-in-the-administrative-regions- (2).csv,,,
2020,Tabuk,Tabuk,Winter,Consumption,kWh,832394440.0,Independent supplied household CSV,houses-consumption-and-cost-of-electricity-in-the-administrative-regions- (2).csv,,,
2020,Tabuk,Tabuk,Winter,Cost,SAR,155716582.0,Independent supplied household CSV,houses-consumption-and-cost-of-electricity-in-the-administrative-regions- (2).csv,,,
2020,Total,Total,Rest of the year,Consumption,kWh,160427040041.0,Independent supplied household CSV,houses-consumption-and-cost-of-electricity-in-the-administrative-regions- (2).csv,,,
2020,Total,Total,Rest of the year,Cost,SAR,36076341644.0,Independent supplied household CSV,houses-consumption-and-cost-of-electricity-in-the-administrative-regions- (2).csv,,,
2020,Total,Total,Winter,Consumption,kWh,32049258572.0,Independent supplied household CSV,houses-consumption-and-cost-of-electricity-in-the-administrative-regions- (2).csv,,,
2020,Total,Total,Winter,Cost,SAR,6271002983.0,Independent supplied household CSV,houses-consumption-and-cost-of-electricity-in-the-administrative-regions- (2).csv,,,
2021,Al-Bahah,Al-Bahah,Rest of the year,Consumption,kWh,1464798031.0,Independent supplied household CSV,houses-consumption-and-cost-of-electricity-in-the-administrative-regions- (2).csv,,,
2021,Al-Bahah,Al-Bahah,Rest of the year,Cost,SAR,322659766.0,Independent supplied household CSV,houses-consumption-and-cost-of-electricity-in-the-administrative-regions- (2).csv,,,
2021,Al-Bahah,Al-Bahah,Winter,Consumption,kWh,367849699.0,Independent supplied household CSV,houses-consumption-and-cost-of-electricity-in-the-administrative-regions- (2).csv,,,
2021,Al-Bahah,Al-Bahah,Winter,Cost,SAR,81175236.0,Independent supplied household CSV,houses-consumption-and-cost-of-electricity-in-the-administrative-regions- (2).csv,,,
2021,Al-Jouf,Al-Jouf,Rest of the year,Consumption,kWh,1231174711.0,Independent supplied household CSV,houses-consumption-and-cost-of-electricity-in-the-administrative-regions- (2).csv,,,
2021,Al-Jouf,Al-Jouf,Rest of the year,Cost,SAR,295519925.0,Independent supplied household CSV,houses-consumption-and-cost-of-electricity-in-the-administrative-regions- (2).csv,,,
2021,Al-Jouf,Al-Jouf,Winter,Consumption,kWh,263994514.0,Independent supplied household CSV,houses-consumption-and-cost-of-electricity-in-the-administrative-regions- (2).csv,,,
2021,Al-Jouf,Al-Jouf,Winter,Cost,SAR,58868009.0,Independent supplied household CSV,houses-consumption-and-cost-of-electricity-in-the-administrative-regions- (2).csv,,,
2021,Al Qassim,Al-Qassim,Rest of the year,Consumption,kWh,9423675533.0,Independent supplied household CSV,houses-consumption-and-cost-of-electricity-in-the-administrative-regions- (2).csv,,,
2021,Al Qassim,Al-Qassim,Rest of the year,Cost,SAR,2127845105.0,Independent supplied household CSV,houses-consumption-and-cost-of-electricity-in-the-administrative-regions- (2).csv,,,
2021,Al Qassim,Al-Qassim,Winter,Consumption,kWh,1262290669.0,Independent supplied household CSV,houses-consumption-and-cost-of-electricity-in-the-administrative-regions- (2).csv,,,
2021,Al Qassim,Al-Qassim,Winter,Cost,SAR,277701619.0,Independent supplied household CSV,houses-consumption-and-cost-of-electricity-in-the-administrative-regions- (2).csv,,,
2021,Asir,Asir,Rest of the year,Consumption,kWh,5091179063.0,Independent supplied household CSV,houses-consumption-and-cost-of-electricity-in-the-administrative-regions- (2).csv,,,
2021,Asir,Asir,Rest of the year,Cost,SAR,1212442957.0,Independent supplied household CSV,houses-consumption-and-cost-of-electricity-in-the-administrative-regions- (2).csv,,,
2021,Asir,Asir,Winter,Consumption,kWh,857927505.0,Independent supplied household CSV,houses-consumption-and-cost-of-electricity-in-the-administrative-regions- (2).csv,,,
2021,Asir,Asir,Winter,Cost,SAR,200717977.0,Independent supplied household CSV,houses-consumption-and-cost-of-electricity-in-the-administrative-regions- (2).csv,,,
2021,Eastern Region,Eastern Region,Rest of the year,Consumption,kWh,15924140065.0,Independent supplied household CSV,houses-consumption-and-cost-of-electricity-in-the-administrative-regions- (2).csv,,,
2021,Eastern Region,Eastern Region,Rest of the year,Cost,SAR,3633160406.0,Independent supplied household CSV,houses-consumption-and-cost-of-electricity-in-the-administrative-regions- (2).csv,,,
2021,Eastern Region,Eastern Region,Winter,Consumption,kWh,2617365030.0,Independent supplied household CSV,houses-consumption-and-cost-of-electricity-in-the-administrative-regions- (2).csv,,,
2021,Eastern Region,Eastern Region,Winter,Cost,SAR,588371177.0,Independent supplied household CSV,houses-consumption-and-cost-of-electricity-in-the-administrative-regions- (2).csv,,,
2021,Hail,Hail,Rest of the year,Consumption,kWh,3592907778.0,Independent supplied household CSV,houses-consumption-and-cost-of-electricity-in-the-administrative-regions- (2).csv,,,
2021,Hail,Hail,Rest of the year,Cost,SAR,794206659.0,Independent supplied household CSV,houses-consumption-and-cost-of-electricity-in-the-administrative-regions- (2).csv,,,
2021,Hail,Hail,Winter,Consumption,kWh,721039786.0,Independent supplied household CSV,houses-consumption-and-cost-of-electricity-in-the-administrative-regions- (2).csv,,,
2021,Hail,Hail,Winter,Cost,SAR,158073974.0,Independent supplied household CSV,houses-consumption-and-cost-of-electricity-in-the-administrative-regions- (2).csv,,,
2021,Jazan,Jazan,Rest of the year,Consumption,kWh,4285544736.0,Independent supplied household CSV,houses-consumption-and-cost-of-electricity-in-the-administrative-regions- (2).csv,,,
2021,Jazan,Jazan,Rest of the year,Cost,SAR,959358664.0,Independent supplied household CSV,houses-consumption-and-cost-of-electricity-in-the-administrative-regions- (2).csv,,,
2021,Jazan,Jazan,Winter,Consumption,kWh,987490903.0,Independent supplied household CSV,houses-consumption-and-cost-of-electricity-in-the-administrative-regions- (2).csv,,,
2021,Jazan,Jazan,Winter,Cost,SAR,217088274.0,Independent supplied household CSV,houses-consumption-and-cost-of-electricity-in-the-administrative-regions- (2).csv,,,
2021,Madinah,Madinah,Rest of the year,Consumption,kWh,9535951637.0,Independent supplied household CSV,houses-consumption-and-cost-of-electricity-in-the-administrative-regions- (2).csv,,,
2021,Madinah,Madinah,Rest of the year,Cost,SAR,2179868917.0,Independent supplied household CSV,houses-consumption-and-cost-of-electricity-in-the-administrative-regions- (2).csv,,,
2021,Madinah,Madinah,Winter,Consumption,kWh,1502964633.0,Independent supplied household CSV,houses-consumption-and-cost-of-electricity-in-the-administrative-regions- (2).csv,,,
2021,Madinah,Madinah,Winter,Cost,SAR,333905495.0,Independent supplied household CSV,houses-consumption-and-cost-of-electricity-in-the-administrative-regions- (2).csv,,,
2021,Makkah,Makkah,Rest of the year,Consumption,kWh,45378765717.0,Independent supplied household CSV,houses-consumption-and-cost-of-electricity-in-the-administrative-regions- (2).csv,,,
2021,Makkah,Makkah,Rest of the year,Cost,SAR,10433194472.0,Independent supplied household CSV,houses-consumption-and-cost-of-electricity-in-the-administrative-regions- (2).csv,,,
2021,Makkah,Makkah,Winter,Consumption,kWh,9119507632.0,Independent supplied household CSV,houses-consumption-and-cost-of-electricity-in-the-administrative-regions- (2).csv,,,
2021,Makkah,Makkah,Winter,Cost,SAR,2009727458.0,Independent supplied household CSV,houses-consumption-and-cost-of-electricity-in-the-administrative-regions- (2).csv,,,
2021,Najran,Najran,Rest of the year,Consumption,kWh,1588964924.0,Independent supplied household CSV,houses-consumption-and-cost-of-electricity-in-the-administrative-regions- (2).csv,,,
2021,Najran,Najran,Rest of the year,Cost,SAR,383180808.0,Independent supplied household CSV,houses-consumption-and-cost-of-electricity-in-the-administrative-regions- (2).csv,,,
2021,Najran,Najran,Winter,Consumption,kWh,429201785.0,Independent supplied household CSV,houses-consumption-and-cost-of-electricity-in-the-administrative-regions- (2).csv,,,
2021,Najran,Najran,Winter,Cost,SAR,95069179.0,Independent supplied household CSV,houses-consumption-and-cost-of-electricity-in-the-administrative-regions- (2).csv,,,
2021,Northern Borders,Northern Borders,Rest of the year,Consumption,kWh,1235235280.0,Independent supplied household CSV,houses-consumption-and-cost-of-electricity-in-the-administrative-regions- (2).csv,,,
2021,Northern Borders,Northern Borders,Rest of the year,Cost,SAR,279104695.0,Independent supplied household CSV,houses-consumption-and-cost-of-electricity-in-the-administrative-regions- (2).csv,,,
2021,Northern Borders,Northern Borders,Winter,Consumption,kWh,309277127.0,Independent supplied household CSV,houses-consumption-and-cost-of-electricity-in-the-administrative-regions- (2).csv,,,
2021,Northern Borders,Northern Borders,Winter,Cost,SAR,67334139.0,Independent supplied household CSV,houses-consumption-and-cost-of-electricity-in-the-administrative-regions- (2).csv,,,
2021,Riyadh,Riyadh,Rest of the year,Consumption,kWh,48478866294.0,Independent supplied household CSV,houses-consumption-and-cost-of-electricity-in-the-administrative-regions- (2).csv,,,
2021,Riyadh,Riyadh,Rest of the year,Cost,SAR,11552922000.0,Independent supplied household CSV,houses-consumption-and-cost-of-electricity-in-the-administrative-regions- (2).csv,,,
2021,Riyadh,Riyadh,Winter,Consumption,kWh,7796039221.0,Independent supplied household CSV,houses-consumption-and-cost-of-electricity-in-the-administrative-regions- (2).csv,,,
2021,Riyadh,Riyadh,Winter,Cost,SAR,1730985918.0,Independent supplied household CSV,houses-consumption-and-cost-of-electricity-in-the-administrative-regions- (2).csv,,,
2021,Tabuk,Tabuk,Rest of the year,Consumption,kWh,3260738261.0,Independent supplied household CSV,houses-consumption-and-cost-of-electricity-in-the-administrative-regions- (2).csv,,,
2021,Tabuk,Tabuk,Rest of the year,Cost,SAR,734721740.0,Independent supplied household CSV,houses-consumption-and-cost-of-electricity-in-the-administrative-regions- (2).csv,,,
2021,Tabuk,Tabuk,Winter,Consumption,kWh,601998801.0,Independent supplied household CSV,houses-consumption-and-cost-of-electricity-in-the-administrative-regions- (2).csv,,,
2021,Tabuk,Tabuk,Winter,Cost,SAR,136078020.0,Independent supplied household CSV,houses-consumption-and-cost-of-electricity-in-the-administrative-regions- (2).csv,,,
2021,Total,Total,Rest of the year,Consumption,kWh,150491942030.0,Independent supplied household CSV,houses-consumption-and-cost-of-electricity-in-the-administrative-regions- (2).csv,,,
2021,Total,Total,Rest of the year,Cost,SAR,34908186111.0,Independent supplied household CSV,houses-consumption-and-cost-of-electricity-in-the-administrative-regions- (2).csv,,,
2021,Total,Total,Winter,Consumption,kWh,26836947306.0,Independent supplied household CSV,houses-consumption-and-cost-of-electricity-in-the-administrative-regions- (2).csv,,,
2021,Total,Total,Winter,Cost,SAR,5955096473.0,Independent supplied household CSV,houses-consumption-and-cost-of-electricity-in-the-administrative-regions- (2).csv,,,
2022,Al-Bahah,Al-Bahah,Rest of the year,Consumption,kWh,1744594147.6505747,Independent supplied household CSV,houses-consumption-and-cost-of-electricity-in-the-administrative-regions- (2).csv,,,
2022,Al-Bahah,Al-Bahah,Rest of the year,Cost,SAR,374203654.8338293,Independent supplied household CSV,houses-consumption-and-cost-of-electricity-in-the-administrative-regions- (2).csv,,,
2022,Al-Bahah,Al-Bahah,Winter,Consumption,kWh,438511503.9631197,Independent supplied household CSV,houses-consumption-and-cost-of-electricity-in-the-administrative-regions- (2).csv,,,
2022,Al-Bahah,Al-Bahah,Winter,Cost,SAR,95129436.74375255,Independent supplied household CSV,houses-consumption-and-cost-of-electricity-in-the-administrative-regions- (2).csv,,,
2022,Al-Jouf,Al-Jouf,Rest of the year,Consumption,kWh,1929485006.555684,Independent supplied household CSV,houses-consumption-and-cost-of-electricity-in-the-administrative-regions- (2).csv,,,
2022,Al-Jouf,Al-Jouf,Rest of the year,Cost,SAR,411401253.0067384,Independent supplied household CSV,houses-consumption-and-cost-of-electricity-in-the-administrative-regions- (2).csv,,,
2022,Al-Jouf,Al-Jouf,Winter,Consumption,kWh,577782031.280273,Independent supplied household CSV,houses-consumption-and-cost-of-electricity-in-the-administrative-regions- (2).csv,,,
2022,Al-Jouf,Al-Jouf,Winter,Cost,SAR,124274911.48681298,Independent supplied household CSV,houses-consumption-and-cost-of-electricity-in-the-administrative-regions- (2).csv,,,
2022,Al Qassim,Al-Qassim,Rest of the year,Consumption,kWh,7042941762.035676,Independent supplied household CSV,houses-consumption-and-cost-of-electricity-in-the-administrative-regions- (2).csv,,,
2022,Al Qassim,Al-Qassim,Rest of the year,Cost,SAR,1517744512.6265588,Independent supplied household CSV,houses-consumption-and-cost-of-electricity-in-the-administrative-regions- (2).csv,,,
2022,Al Qassim,Al-Qassim,Winter,Consumption,kWh,1319360022.1135771,Independent supplied household CSV,houses-consumption-and-cost-of-electricity-in-the-administrative-regions- (2).csv,,,
2022,Al Qassim,Al-Qassim,Winter,Cost,SAR,285900564.70996886,Independent supplied household CSV,houses-consumption-and-cost-of-electricity-in-the-administrative-regions- (2).csv,,,
2022,Asir,Asir,Rest of the year,Consumption,kWh,7068160876.405769,Independent supplied household CSV,houses-consumption-and-cost-of-electricity-in-the-administrative-regions- (2).csv,,,
2022,Asir,Asir,Rest of the year,Cost,SAR,1526917250.8940885,Independent supplied household CSV,houses-consumption-and-cost-of-electricity-in-the-administrative-regions- (2).csv,,,
2022,Asir,Asir,Winter,Consumption,kWh,1904918502.7695236,Independent supplied household CSV,houses-consumption-and-cost-of-electricity-in-the-administrative-regions- (2).csv,,,
2022,Asir,Asir,Winter,Cost,SAR,414583416.7854677,Independent supplied household CSV,houses-consumption-and-cost-of-electricity-in-the-administrative-regions- (2).csv,,,
2022,Eastern Region,Eastern Region,Rest of the year,Consumption,kWh,22330217672.695526,Independent supplied household CSV,houses-consumption-and-cost-of-electricity-in-the-administrative-regions- (2).csv,,,
2022,Eastern Region,Eastern Region,Rest of the year,Cost,SAR,4749091858.992446,Independent supplied household CSV,houses-consumption-and-cost-of-electricity-in-the-administrative-regions- (2).csv,,,
2022,Eastern Region,Eastern Region,Winter,Consumption,kWh,3560456040.834077,Independent supplied household CSV,houses-consumption-and-cost-of-electricity-in-the-administrative-regions- (2).csv,,,
2022,Eastern Region,Eastern Region,Winter,Cost,SAR,775137570.7781062,Independent supplied household CSV,houses-consumption-and-cost-of-electricity-in-the-administrative-regions- (2).csv,,,
2022,Hail,Hail,Rest of the year,Consumption,kWh,3554537683.625925,Independent supplied household CSV,houses-consumption-and-cost-of-electricity-in-the-administrative-regions- (2).csv,,,
2022,Hail,Hail,Rest of the year,Cost,SAR,768668166.6378961,Independent supplied household CSV,houses-consumption-and-cost-of-electricity-in-the-administrative-regions- (2).csv,,,
2022,Hail,Hail,Winter,Consumption,kWh,916045926.675118,Independent supplied household CSV,houses-consumption-and-cost-of-electricity-in-the-administrative-regions- (2).csv,,,
2022,Hail,Hail,Winter,Cost,SAR,197964852.4964336,Independent supplied household CSV,houses-consumption-and-cost-of-electricity-in-the-administrative-regions- (2).csv,,,
2022,Jazan,Jazan,Rest of the year,Consumption,kWh,6363299962.5908575,Independent supplied household CSV,houses-consumption-and-cost-of-electricity-in-the-administrative-regions- (2).csv,,,
2022,Jazan,Jazan,Rest of the year,Cost,SAR,1399549855.4882736,Independent supplied household CSV,houses-consumption-and-cost-of-electricity-in-the-administrative-regions- (2).csv,,,
2022,Jazan,Jazan,Winter,Consumption,kWh,1474368226.1921697,Independent supplied household CSV,houses-consumption-and-cost-of-electricity-in-the-administrative-regions- (2).csv,,,
2022,Jazan,Jazan,Winter,Cost,SAR,319863623.9876814,Independent supplied household CSV,houses-consumption-and-cost-of-electricity-in-the-administrative-regions- (2).csv,,,
2022,Madinah,Madinah,Rest of the year,Consumption,kWh,9116706247.741154,Independent supplied household CSV,houses-consumption-and-cost-of-electricity-in-the-administrative-regions- (2).csv,,,
2022,Madinah,Madinah,Rest of the year,Cost,SAR,1959853435.2443635,Independent supplied household CSV,houses-consumption-and-cost-of-electricity-in-the-administrative-regions- (2).csv,,,
2022,Madinah,Madinah,Winter,Consumption,kWh,1603432658.666758,Independent supplied household CSV,houses-consumption-and-cost-of-electricity-in-the-administrative-regions- (2).csv,,,
2022,Madinah,Madinah,Winter,Cost,SAR,351392203.2630456,Independent supplied household CSV,houses-consumption-and-cost-of-electricity-in-the-administrative-regions- (2).csv,,,
2022,Makkah,Makkah,Rest of the year,Consumption,kWh,34857940792.14248,Independent supplied household CSV,houses-consumption-and-cost-of-electricity-in-the-administrative-regions- (2).csv,,,
2022,Makkah,Makkah,Rest of the year,Cost,SAR,7484200719.778509,Independent supplied household CSV,houses-consumption-and-cost-of-electricity-in-the-administrative-regions- (2).csv,,,
2022,Makkah,Makkah,Winter,Consumption,kWh,6905449416.637841,Independent supplied household CSV,houses-consumption-and-cost-of-electricity-in-the-administrative-regions- (2).csv,,,
2022,Makkah,Makkah,Winter,Cost,SAR,1506458087.9232626,Independent supplied household CSV,houses-consumption-and-cost-of-electricity-in-the-administrative-regions- (2).csv,,,
2022,Najran,Najran,Rest of the year,Consumption,kWh,2217208939.165246,Independent supplied household CSV,houses-consumption-and-cost-of-electricity-in-the-administrative-regions- (2).csv,,,
2022,Najran,Najran,Rest of the year,Cost,SAR,474613344.810183,Independent supplied household CSV,houses-consumption-and-cost-of-electricity-in-the-administrative-regions- (2).csv,,,
2022,Najran,Najran,Winter,Consumption,kWh,473619158.6473239,Independent supplied household CSV,houses-consumption-and-cost-of-electricity-in-the-administrative-regions- (2).csv,,,
2022,Najran,Najran,Winter,Cost,SAR,103258087.85763454,Independent supplied household CSV,houses-consumption-and-cost-of-electricity-in-the-administrative-regions- (2).csv,,,
2022,Northern Borders,Northern Borders,Rest of the year,Consumption,kWh,1767270866.0853336,Independent supplied household CSV,houses-consumption-and-cost-of-electricity-in-the-administrative-regions- (2).csv,,,
2022,Northern Borders,Northern Borders,Rest of the year,Cost,SAR,390337957.2707812,Independent supplied household CSV,houses-consumption-and-cost-of-electricity-in-the-administrative-regions- (2).csv,,,
2022,Northern Borders,Northern Borders,Winter,Consumption,kWh,455981401.8889453,Independent supplied household CSV,houses-consumption-and-cost-of-electricity-in-the-administrative-regions- (2).csv,,,
2022,Northern Borders,Northern Borders,Winter,Cost,SAR,98825697.08041094,Independent supplied household CSV,houses-consumption-and-cost-of-electricity-in-the-administrative-regions- (2).csv,,,
2022,Riyadh,Riyadh,Rest of the year,Consumption,kWh,41758614119.97405,Independent supplied household CSV,houses-consumption-and-cost-of-electricity-in-the-administrative-regions- (2).csv,,,
2022,Riyadh,Riyadh,Rest of the year,Cost,SAR,9058109828.138418,Independent supplied household CSV,houses-consumption-and-cost-of-electricity-in-the-administrative-regions- (2).csv,,,
2022,Riyadh,Riyadh,Winter,Consumption,kWh,7051873187.09648,Independent supplied household CSV,houses-consumption-and-cost-of-electricity-in-the-administrative-regions- (2).csv,,,
